hospital_name,name,rating,review
RSU William Booth,Dennis Pangadilang,5.0,"(Translated by Google) Hospitals with good service are at the Williams booth, friendly from nurses, doctors, or employees. The place is also comfortable, the air conditioner is cool, there's no need to be in doubt with the services and facilities. (Original) RS yang pelayanannya baik ya di RS Williams booth, ramah dari suster, dokter, atau karyawannya. Tempat juga nyaman ac adem pol, gk perlu di ragukan deh dengan pelayanan dan fasilitasnya."
RSU William Booth,Caraka Mahardika,1.0,"(Translated by Google) Departing from home at 4 in the morning with unhealthy conditions, intending to get a queue number of specialists in the morning. In front of the registration window, the new specialist was notified that I was going to leave today. The day before I checked on the website of Wiliiam Booth Hospital there was no information that the specialist doctor I was aiming for was on leave, even the same specialist who wanted to leave had an info far in advance, the day before and before asking for a referral letter, I telephoned this hospital there is also no information about the specialist doctor I want to take time off. Is this the specialist who is asking for an impromptu leave or a hospital with no updated doctor leave? If I found out the day before that the doctor I was going to today is on leave, then I asked for a referral letter to another hospital with a specialist in the morning. Finally, what should the referral letter do? Requesting a new referral letter with the same specialist is not permitted and the printed reference letter is valid for 3 months. Friday December 13 2019. (Original) Berangkat dari rumah jam 4 pagi dengan kondisi tidak sehat, bermaksud agar dapat nomor antrian dokter spesialis penyakit dalam pagi. Di depan loket pendaftaran baru diberitahukan dokter spesialis yang saya tuju hari ini cuti. Sehari sebelumnya saya cek di website RS Wiliiam Booth tidak ada informasi bahwa dokter spesialis yang saya tuju mau cuti, bahkan dokter spesialis yang sama yang mau cuti sudah ada infonya jauh2 hari sebelumnya, sehari sebelumnya pun dan sebelum minta surat rujukan, saya telp rumah sakit ini juga tidak ada informasi dokter spesialis yang saya tuju mau cuti. Ini dokter spesialisnya yang minta cuti dadakan atau rumah sakitnya yang tidak ada update dokter yang cuti? JiKalau saya mengetahui sehari sebelumnya bahwa dokter yang saya tuju hari ini cuti, maka saya minta surat rujukan ke rumah sakit lain yang ada dokter spesialis penyakit dalam pagi. Akhirnya surat rujukan harus diapakan? Minta surat rujukan baru dengan dokter spesialis yang sama tidak diperbolehkan dan surat rujukan yang sudah dicetak berlaku selama 3 bulan. Jumat 13 Desember 2019."
RSU William Booth,Dian Rahardjo,4.0,"(Translated by Google) The hospital is clean, the service is quite satisfying, accepts bjs patients well (Original) Rumah sakit yg bersih , pelayanan cukup memuaskan , menerima pasien bpjs dengan baik"
RSU William Booth,Lamp Cool,5.0,"(Translated by Google) Doc, I have a referral from health facility 1 for impacted tooth surgery and it's scheduled for March 15, 2021 at 8, for the D day, is there any queue registration? (Original) Dok, saya punya rujukan dr faskes 1 untuk operasi gigi impaksi dan d jadwalkn tgl 15 maret 2021 jm 8, untuk hari H ada pendaftaran antrian lg tdk?"
RSU William Booth,Muntiaroh Nurse,1.0,"(Translated by Google) DOES WILLIAM TDK BS RECEIVE BPJS KIS when you bring a pregnant patient with opening 5, but in a few minutes you check it open 2, even though when it opens 2, the patient should be directed to plg dl because of BPJS, but this is instead told to move the hospital because the room is full, even though we have surveyed the room very quiet at at that time, was that the way to serve BPJS patients, what else was BPJS KIS Who is still strange, the patient has moved to the hospital without being searched for a hospital Arriving at another hospital the patient is open 5 too How come you can open 2 at William? hmmmm maybe it can be evaluated for emergency services with a lot of medical personnel who are there but less qualified with unsatisfactory service (Original) APAKAH WILLIAM TDK BS MENERIMA BPJS KIS kmrn bawa pasien hamil dengan pembukaan 5 ,akan tetapi bbrp menit diprksa tahu2 buka 2,padahal kl buka 2 hrsy pasien diarahkan utk plg dl krn BPJS,tp ini malah disuruh pindah rumah sakit dg alasan ruang penuh,padahal kami sdh survey ruang sepi sekali pd saat itu,apakah begitu cara melayani pasien BPJS ,apa lg BPJS KIS yg masih anehnya lg pasien srh pindah rumah sakit tanpa dicarika rumah sakit tetibanya di rumah sakit lain pasien buka 5 jg kok di william bisa buka 2 ya?hmmmm mungkin bisa dievaluasi utk plyanan UGD dg banyak tenaga medis yg disana tp kurang berkualitas dg peayanan tdk memuaskan"
RSU William Booth,Anindito Pratama,5.0,(Translated by Google) Modern hospital with good service (Original) Rumah sakit modern pelayanan bagus
RSU William Booth,Arya Wiratna,5.0,(Translated by Google) Register with original ID cards and proof of receipt of vaccines to protect. (Original) Daftar dg bawa KTP asli dan bukti daftar penerimaan vaksin peduli lindungi.
RSU William Booth,Arie Mandani,1.0,"(Translated by Google) Departing to check my eyes at 9 in the morning from home, until 17 o'clock at 5 p.m. still not finished, we patients who in fact have just been sick even feel sick, not tired of waiting, why is TDK advised to go home first then go back to the hospital if they have to wait too long. Moreover, I still have small children and still need assistance from parents, especially a mother. Hopefully it can be a constructive criticism and faster service without having to wait for the doctor to rest and so on ... Thank you and hopefully it will be better. (Original) Berangkat periksa mata jam 9 pagi dr rumah, sampai jam 17 ato jam 5 sore masih belum kelar, kita pasien yg notabene baru sakit malah merasakan lbh sakit, belum capeknya menunggu, kenapa TDK disarankan utk pulang dulu trus kembali lagi ke RS jika harus menunggu terlalu lama. Apalagi saya yg masih punya anak kecil dan masih butuh pendampingan orangtua terutama seorang ibu. Semoga bisa mjd kritik yg membangun dan pelayanan yg semakin cepat tanpa harus menunggu dokter yg istirahat dan lain sebagainya.. Terimakasih dan semoga mjd lbh baik lagi."
RSU William Booth,maz iroel,5.0,"(Translated by Google) Thank you for the very good and friendly service, hopefully it will continue to grow. (Original) Terimakasih atas pelayanan yang sangat baik dan ramah, semoga semakin maju lagi."
RSU William Booth,Lisa Wibisono,4.0,"(Translated by Google) I went to the hospital very early at around 5 a.m., the night service was still smiling to meet the patient, still serving well. The ER doctor was kind and very attentive. Thank you very much. 🙏 (Original) saya ke RS ini pagi2 sekali sekitar jam 5,, yang dinas malam masih tetap senyum ketemu pasien,, tetap melayani dg baik. Dokter UGD nya pun baik dan sangat perhatian. Terima kasih banyak. 🙏"
RSU William Booth,Ariel Noviandri,4.0,"(Translated by Google) The hospital is okay, also for eye diseases in Central Java. The environment is clean and the service is good. It's just that, the patient registration area and the waiting room look cramped. Patients who come to register at noon will certainly get the old serial number. In addition, the seating in the waiting room is inadequate. However, in general this public hospital is good in terms of patient service / handling. (Original) Rumah sakitnya oke, jujugan untuk penyakit mata di Jateng. Lingkungannya bersih dan pelayanan baik. Hanya saja, tempat pendaftaran pasien dan ruang tunggunya terlihat sempit. Bagi pasien yang datang untuk mendaftar pada siang hari, dipastikan akan mendapat nomor urut yang lama. Selain itu, tempat duduk di ruang tunggunya kurang memadai. Namun, secara umum rumah sakit umum ini baik dari segi pelayanan/ penanganan pasien."
RSU William Booth,Daniel Nico,1.0,"(Translated by Google) If you make an appointment at 4 o'clock, please don't delay until 6 o'clock, I'll take the baby to the hospital in a pandemic position like this, it's true, don't take it lightly, if you really want to be postponed, please let me know at least on the phone/text so we don't wait too long I've been waiting 3 times delayed in this hospital, please help for the procedure (Original) Kalau Buat Janji Jam 4 tolong jam 4 jangan molor sampe jam 6 lebih saya bawa baby di rumah sakit posisi pandemi kaya gini yang bener aja, jangan di sepelekan klo memang mau di undur tolong di kabari paling tidak di telepon /sms jadi kami ga nunggu kelamaan, saya sudah nunggu molor 3 kali di rumah sakit ini, tolonglah untuk prosedur kerjanya"
RSU William Booth,andika budi,3.0,"(Translated by Google) Hospital services are good but need to be improved. The doctors and nurses are quite friendly and serve patients well. Suggestions for some nurses, especially those who are young, for better service, in speech are also improved to be more friendly even though sometimes there are patients who are difficult to tell. (Original) Pelayanan rumah sakit sudah baik tapi perlu ditingkatkan lagi. Untuk dokter dan perawatnya cukup ramah dan melayani pasien dengan baik. Saran untuk beberapa perawat khususnya yang masih muda untuk lebih baik pelayanannya, dalam tutur kata juga diperbaiki agar lebih ramah lagi walaupun kadang pasien ada yang susah untuk diberitahu."
RSU William Booth,Luthfiyani,5.0,"(Translated by Google) The service is much better than the previous one, the building has a lot of improvements and services have been upgraded, the doctors and adm officers are very kind and informative, for nurses, please improve service to patients in terms of friendliness and be more informative and increase awareness of medical treatment for patients. Thanks. (Original) Pelayanannya jauh lebih baik dari yg sebelumnya, Gedungnya banyak pembenahan dan pelayananya ada upgrade, dokter dan petugas adm sangat baik dan informatif, untuk perawat mohon ditingkatkan lagi pelayanan terhadap pasien dari sisi keramahan dan lebih informatif serta tingkatkan kehati²an terhadap tindakan medis kepada pasien. Thanks."
RSU William Booth,Daru Churnianto,5.0,"(Translated by Google) Good service, wa chat was replied quickly. The ophthalmologist was very kind, the inflammation of the eye was not only seen but was cleaned in the eyes, given the ointment directly by the nurse. Alhamdulillah, I got home far better. (Original) Pelayanan bagus, chat wa pun dibalas cepat. Dokter mata baik sekali, sakit peradangan mata ga cuma di lihat tp dibersihkan kotoran dimata, di berikan salep langsung oleh perawatnya. Alhamdulillah sampe rumah jauh lebih baik."
RSU William Booth,andika bayu saputra,1.0,"(Translated by Google) How is this the service is very, very, very little !!!!!!!!!!!!!!!!!!!! The baby here weighs less and has been put in the incubator, okay. But why can't there be any report with the old man suddenly getting yellow. I am here Tuesday Tuesday June 18 2019. finally told my wife to go home, okay, we go home Bsk told me to come to our database. told me to say it from 5pm to 10am. children are cared for from birth to June 22, 2019, tell them to send breast milk every 2 hours, send them at 1 o'clock instead of sleeping. I heard that my child is crying from outside the room while being cleaned, even the nun who guarded the night was asked to drink the breast milk yet, they answered yet, even though they told me to send it every 2 hours. asked what are they still not jawB there are still many packs of breast milk, even though they were sent only 4 packs and that was from the 21st to the 22nd of June 2019. means that logically my child is not told of it from yesterday ????? asked, what if there is something with my child? They only answer the name of a human being who must make a mistake, what is the name of a person who works in the hospital, definitely a school, definitely in training, must have a standard right ??? Is it really like this in the hospital nurse services here? I'm here not free, right? !!!!! I don't know where the report should be with whom. . . The point is never to go to this hospital, any urgent need to move to a hospital. (Original) Gimana ini pelayananya amat sangat kurang baiiiikk sekali !!!!!!!!!!!!!!!!!!!! Lahiran di sini bayi beratnya kurang sudah di masukan inkubator , oke . Tapi kenapa ga ada report apa apa sama orang tua tiba tiba kena kuning . saya di sini hari selasa 18 juni 2019 . akhirnya suruh istri pulang ke rumah , oke , kita pulang Bsknya suruh dateng buat datengin asi kita dateng . suruh di sinar bilangnya dari jam 5 sore sampe 10 pagi . anak di rawat dari hari lahir sampai 22 juni 2019 , suruh ngirim asi tiap 2 jam sekali , di kirim malem jam 1 mereka malah pada tidur . saya dengar anak saya nangis dari luar ruangan di diemin aja , suster yang jaga malam pun di tanyain sudah minum asi belum , mereka jawab belum , padahal suruh ngirim tiap 2 jam sekali . di tanya asinya masih apa engga mereka jawB masih banyak ada 5 pack asi , padahal di kirim baru 4 pack dan itu dari tanggal 21 sampai 22 juni 2019 . berarti logikanya anak saya ga di berika asinya dong dari hari2 kemarin ?????di tanya , kalo ada apa apa sama anak saya gimana ? Mereka cuman jawab yang namanya manusia pasti bikin salah , yang namanya orang kerja apa lagi di rumah sakit pasti sekolah , pasti di training , pasti punya standard kan ??? Apa memang seperti ini pelayanan suster di rumah sakit sini ? Saya di sini ga gratis anjiiiinngggg ?!!!!! Saya ga tau harus report kemana sama siapa dengan siapa . . . Intinya jangan pernah ke rumah sakit ini , se urgent apapun mending pindah rumah sakit ."
RSU William Booth,KANG SUPRA,4.0,(Translated by Google) It's quite welcome for us Muslims ... There is no cross in each room ... So it does not interfere with the comfort of Muslim patients who are being treated there ... Too bad there isn't a special place to pray in this place ... Can serve BPJS & social security .. Thank you .... (Original) Cukup welcome untuk kita orang muslim .. Tanda salib di tiap kamar dah nggak ada... Sehingga tidak mengganggu kenyamanan pasien muslim yg sedang dirawat disana... Sayang sekali tidak disediakan tempat khusus untuk bisa sholat di tempat ini... Bisa melayani BPJS & jamsostek.. Terimakasih ....
RSU William Booth,agniya ridha,3.0,"(Translated by Google) Just pick it up, but just around the parking lot (Original) Cuman jemput siih, jd cuman di sekitar parkirannya aja aku"
RSU William Booth,Eko Setiawan,5.0,"(Translated by Google) Satisfactory service, outpatient can indent first, comfortable hospitalization, cold air conditioning, friendly service (Original) Pelayanan memuaskan,rawat jalan bisa indent dulu,rawat inap nyaman,ac dingin pelayanan ramah"
RSU William Booth,Dinda Arsyh,1.0,"(Translated by Google) The service took me a long time, I was sick with anemia, and I was given some kidney medicine, what's going on? (Original) layanan lama sekali saya sakit anemia di kasih nya malah obat ginjal gimana seh"
RSU William Booth,Prabu reja Priatna,5.0,"(Translated by Google) I want to ask doc, if you want to give birth, can you use the BPJS at William both? And what are the requirements?? Please help doc (Original) Mau tanya dok, kalau mau persalinan pakai bpjs di Wiliam both bisa?? Dan apa saja persyaratannya?? Mohon bantuannya dok"
RSU William Booth,Fendi Himawan,1.0,"(Translated by Google) 2x check the doctor into the room always 30 minutes late from his practice schedule, queue up for a long time to check and take medicine, the nurse is asked more slowly, the patient gets sick (Original) 2x periksa Dokter masuk ruangan selalu telat hampir 30 menit dr jadwal prakteknya, antre periksa dan pengambilan obat lamaaaaa bgt, suster ditanyain mlh tambah ketus, pasiene tambah sakit"
RSU William Booth,Anienda Ramadhani,5.0,"(Translated by Google) Doctors and nurses are friendly, serve with love, ready 24 hours. Gentle speech ... The process is not complicated ... thank you ... Good luck always to Rsu William Booth. (Original) Dokter dan perawatnya ramah2, melayani dengan kasih, siap 24 jam. Tutur kata lemah lembut... Proses tdk ribet,,, terimakasih... Semoga sukses selalu untuk rsu william booth."
RSU William Booth,chandra wijaya,1.0,(Translated by Google) disappointed ... very disappointed ... patiently waiting in line for the check-in turn to check instead the doctor was late not on time ... practice schedule at 12 noon until 1:40 p.m. until noon ... sorry for patients especially children ... it's been a long queue. ... the doctor isn't on time !!! 😡😡😡😡😡😡 (Original) kecewa...sangat kecewa...sudah sabar antri dipendaftaran giliran mau periksa malah dokternya telat ga tepat waktu...jadwal praktek jam 12 siang sampe jam 13.40 siang baru sampai...kasihan pasien khususnya anak2...sudah lama antri...dokternya ga tepat waktu!!!😡😡😡😡😡😡
RSU William Booth,Firdaus Firdian,4.0,"(Translated by Google) Have been to the hospital several times (rs), that is, when taking you to cataract surgery & visiting friends with eye pain. Indeed this rs was once a specialist dealing with eye diseases. But now it is a public hospital that deals with all kinds of diseases. Geographically this rs is located on the S. Parman street round the corner exactly. If you want to go to this place from the direction of Kalisari it is rather difficult because you have to cross right around the corner. But then also often happens in this place because of the sharp turns & the many drivers who drive their vehicles at high speed. The scenery in this RS is quite beautiful especially in the afternoon because we are presented with views of the Sampangan area. (Original) Pernah beberapa kali berkunjung ke rumah sakit (rs) ini yaitu ketika mengantar Bapak operasi katarak & menjenguk teman yg sakit mata. Memang rs ini dulunya spesialis menangani penyakit mata. Namun sekarang menjadi rs umum yg menangani segala macam penyakit. Secara geografis rs ini berada di jalan S. Parman di tikungan persis. Jika mau menuju tempat ini dari arah kalisari memang agak susah karena harus menyeberang pas di tikungan. Laka lantas juga sering terjadi di tempat ini karena tikungannya yg tajam & banyaknya pengemudi yg mengemudikan kendaraannya dengan kecepatan tinggi. Pemandangan di rs ini cukup indah apalagi jika sore hari karena kita disuguhkan pemandangan daerah sampangan."
RSU William Booth,Adis Saputro,1.0,(Translated by Google) The IGD doctor is fierce(Original)Dokter igd nya galak
RSU William Booth,Rizka Sutomoo,1.0,"(Translated by Google) For Ms. ""F"" in administration, I advise you to give to the patient ... you can't deal with cust who wants to buy a motorbike or a car or a customer, but the patient means someone who is sick with empathy to serve patients ... I face your problems with patients, don't the flight is gone and the patient is left waiting in the waiting waiting to know what is being done ... say ""sorry"" is far better than the patient you left just like that .. the key is empathizing with me ... Then for the service today ... smg more well ... aamiin ... (Original) Teruntuk mbak ""F"" di administrasi saran saya berempatilah thd pasien..anda bkn berhadapan dgn cust yg ingin beli motor atau mobil ataupun nasabah tapi pasien artinya adl org yg sdg sakit bth empati untuk melayani pasien..saran saya hadapi permasalahanmu dgn pasien,jangan lari kmd hilang dan pasien dibiarkan menunggu di rg tunggu tnp tau apa yg mst dilakukan..kata ""maaf"" jauh lbh baik drpd pasien kamu tinggalkan bgtu saja..kuncinya adl berempati mnrt saya..Trmksh untuk pelayanannya hari ini...smg lbh baik kdpannya...aamiin..."
RSU William Booth,Asihh Tari,1.0,"(Translated by Google) It's really bad ... the first time I came, I wanted an ultrasound He said the doctor was at 4 o'clock, waited for an hour before he arrived ,, the queue was long again (Original) Parah bgt ,,,pertama kali dateng,mau usg Katanya dokternya jam 4,nunggu smpe sejam lebih baru dateng ,,antrian panjang lagi"
RSU William Booth,Sumarno Nugraha,5.0,"(Translated by Google) We say t.ksh u.Rs.Willam Booth smrng u.very good care u. grandchildren sy Yosia Kevin, already healthy going home in between the sick car, u.bpk.Dr.Widi t.ksh has handled patients with well hopefully rs William Booth keep going forward. (Original) Kami ucapkan t.ksh u.Rs.Wiliam Booth smrng u.perawatan yg sangat baik u.cucu sy Yosia Kevin ,sdh sehat pulang di antar mobil ny r.sakit ,u.bpk.Dr.Widi t.ksh sdh menangani pasien dgn baik semoga r.s Wiliam Booth terus maju."
RSU William Booth,Fadjar Arie Nugroho,4.0,"(Translated by Google) Rs.nya the sufferers of the eye ... when I was between friends with eye cataracts, it is recommended that the operation of the tpi if here is all right ... so it has not been handled, unfortunately the car park is not feasible because it is too narrow and the contour of the mountainous hill is less comfortable. There is no waiting room outside or there is no seating (Original) Rs.nya para penderita mata..wktu itu sy antar teman dgn mata katarak,di sarankan operasi tpi klo di sini mahaalll..jd blm di tangani, sayang tempat parkir mobil nya tidak layakbkrn terlalu sempit dan kontur tanahnya yg membukit di pegunungan jadi kurang nyaman. Ruang tunggu di luar ato tmpat duduk tidak ada"
RSU William Booth,Yanuar Dwi Kurniawan,1.0,"(Translated by Google) It's probably just my opinion wrote, but the service of taking the medicine God-damned long time bgt, dah wait 2 hours :) (Original) Mungkin cuma pendapat saya aja, tapi pelayanan waktu pengambilan obatnya lamaaa bgt, dah nunggu 2 jam :)"
RSU William Booth,Polancho Gamers,5.0,"(Translated by Google) 2x delivery here, the gynecologist is friendly, the place is clean and strategic (Original) 2x melahirkan disini dokter kandungannya ramah , tempat bersih dan strategis"
RSU William Booth,Tentangkitacoklat Jatisari,2.0,"(Translated by Google) This Sunday there is an eye doctor who practices, if there is usually what time it is until brapa, thank you (Original) Hari minggu ini dokter mata ada yang praktek, kalo ada biasanya jam brapa sampai jam brapa,trima kasih"
RSU William Booth,EduarduS Jowawedu,4.0,"(Translated by Google) Tooth extraction here, horror room, lots of mosquitoes, but that's okay, because God is with me. Thank you (Original) Cabut gigi di sini, ruangan horor, banyak nyamuk, tapi gpp, karna Tuhan besertaku. Terimakasih"
Rumah Sakit Nasional Diponegoro,Adji Cynthia,4.0,"Plus sides: - Great hospitality from staffs, securities, nurses and doctors. - Affordable. - Not a creepy hospital. - Cleaning team is coming twice a day to pick up trash, sweep and mop the floor. - Clean bathroom and bedroom, functioning water heater, refrigerator and air conditioner. - Fresh air in the morning. Minus sides: - Far from everything. You have to go outside the campus yourself to have something to eat. Online food delivery is easy but they don’t have too many options for food. The nearest restaurant is a kilometer away. - Very small TV, never use it since the signal is bad too. I almost give 5 star for this hospital, but sadly I have to lower the point. This hospital was opened 5 years ago, but up until now you have to pay all with cash, like HARD CASH, they don’t have any means for an online transaction using debit or credit card. The only ATM inside the building is BTN, so yeah, it’s quite sad."
Rumah Sakit Nasional Diponegoro,Kristiana S,4.0,Their service is always good. Very good.
Rumah Sakit Nasional Diponegoro,Huang En Rui,5.0,"Very recommended for BPJS / national insurance user, you can get fair service from hospital even you're using BPJS or Umum"
Rumah Sakit Nasional Diponegoro,Mohammad Arkham Chadiar Jantra,5.0,"One of future hospital, RSND have some differentation in medical instruction, cozy and easy reach building. Hope, this Hospital become great research for cure system in Public Healtyness in Indonesia."
Rumah Sakit Nasional Diponegoro,Eko Purnomo,5.0,"The hospital is very clean and comfortable, friendly staff and the important thing is they have complete medical equipments"
Rumah Sakit Nasional Diponegoro,Indra W Kusuma,4.0,"Before you go to this hospital, you need a recommendation letter from your doctor (Terms and conditions based on BPJS Rules)"
Rumah Sakit Nasional Diponegoro,Febriant Argadie,5.0,"Before you go to this hospital, you need a recommendation letter from your doctor (Terms and conditions based on BPJS Rules)"
Rumah Sakit Nasional Diponegoro,Salma Karima,5.0,Good service
Rumah Sakit Nasional Diponegoro,kurnia rizki,5.0,Good
Rumah Sakit Nasional Diponegoro,Ronny S,4.0,Big area class C Semarang national hospital
Rumah Sakit Nasional Diponegoro,sajuga adi nugroho,5.0,Big place
Rumah Sakit Nasional Diponegoro,Key - 6201,5.0,Good Job
Rumah Sakit Nasional Diponegoro,Julfikri,5.0,Good facility and infrastructure
Rumah Sakit Nasional Diponegoro,iq safandhi,4.0,"Good,"
Rumah Sakit Nasional Diponegoro,M. Mirza Abdillah Pratama,5.0,Big hospital in campus area
Rumah Sakit Nasional Diponegoro,Abdullah Hasan,4.0,Good health service.
Rumah Sakit Nasional Diponegoro,Khairunnisa Sana,5.0,Cozy and nice view..
Rumah Sakit Nasional Diponegoro,Adi Darmawan,5.0,Good and new hospital
Rumah Sakit Nasional Diponegoro,Autumn in your heart,5.0,Good job RSND
Rumah Sakit Nasional Diponegoro,Cyn0514,5.0,Good hospital 👍
Rumah Sakit Nasional Diponegoro,Priati Ningsih,5.0,👍👍👍👍👍
Rumah Sakit Nasional Diponegoro,Radiksa Arvian,5.0,Future hospital
Rumah Sakit Nasional Diponegoro,Taufik A. Yudanto,5.0,"(Translated by Google) Coming to the hospital here, you must scan the Care for Protect application or show a printed vaccine card. 460,000, -, registration every Monday to Friday from 08:00 to 11:00 For the time to adjust to the respective doctors who handle. But (Original) Datang ke Rumah Sakit sini wajib scan aplikasi Peduli Lindungi atau menunjukkan kartu vaksin yang sudah di cetak.. Sebagai informasi, kalau mau tes untuk mendapatkan surat keterangan sehat jasmani dan rohani serta bebas narkoba biayanya sekitar Rp. 460.000, -, pendaftaran setiap hari senin sampai jumat mulai jam 08:00 sampai jam 11:00 Untuk waktunya menyesuaikan dengan dokter masing-masing yang menangani. Tapi"
Rumah Sakit Nasional Diponegoro,Wakhid Santoso,5.0,"(Translated by Google) Check... Child control. The registration section is quite long.. Maybe you need to add more personnel. There are 3 registration counters, however, often only 1 or 2 are active. The majority /90 percent who seek treatment here are BPJS service users. (Original) Check... Kontrol anak. Bagian pendaftarannya lumayan lamaaa.. Mungkin perlu ditambah personilnya. Loket pendaftarannya ada 3, namun, seringkali yang aktif 1 atau 2 saja. Mayoritas /90 persen yang berobat di sini adalah pemakai layanan BPJS."
Rumah Sakit Nasional Diponegoro,Bondan Winar,5.0,"(Translated by Google) The atmosphere is still fresh and calm. I deliberately did not discuss the hospital services because honestly I have never been to the hospital. Often enter here, park inside and only for jogging on Sunday mornings in the area around Undip. The parking lot is spacious, spacious and very nice for people who want to exercise here. First 2 hours only 3k. (Original) Suasananya masih segar dan tenang. Saya sengaja tidak membahas pelayanan Rumah Sakitnya karena jujur belum pernah masuk kedalam Rumah Sakitnya. Sering masuk sini, parkir didalam dan hanya untuk olah raga joging di minggu pagi di kawasan sekitaran Undip. Parkiran luas, lapang dan enak sekali buat orang-orang yang mau berolahraga disini. 2 jam pertama hanya 3k."
Rumah Sakit Nasional Diponegoro,Viva Rosiyana,2.0,"(Translated by Google) Security guard is friendly, kind and not arrogant Maybe you come late, until the hospital at 08.50 take a quick queue number. Waited at the eye polyclinic for a long time because he was only called at 12 o'clock, and the action was 12 o'clock. Go down to pharmacy. The queue from 12.30 to 13.55 has still not been called. Still waiting for 10 queue numbers. I came to queue number F070 (12.30 hours) now F093 (13.55) the difference is 23 numbers and it took 1.5 hours. This search for a cure exceeds the search for the scriptures. I know that prescribing medicine requires precision, but is this thoroughness or searching on google first? It's not logical for long. In my opinion, the fatmasi officer is very lacking. Pharmacies that are ready ± 5 people, while hundreds of patients. It's been inhumane for a long time, which hospital has its own 2-hour queue, won't the patients get sicker like this? (Original) Satpam ramah, baik hati dan tidak sombong Mungkin datangnya kesiangan, sampai RS jam 08.50 ambil nomor antrian cepat. Nunghu di poli mata cukup lama karna baru dipanggil jam set.12 an, dan tindakan jam 12an. Turun ke bagian farmasi. Antrian dri jam 12.30 sampai detik ini 13.55 masih belum dipanggil. Masih menunggu 10 nomor antrian. Saya datang nomor antrian F070 (jam 12.30) sekarang batu F093 (13.55) selisih 23 nomor menghabiskan 1,5 jam. Ini nyari obat ngelebihin pencarian kitab suci. Saya tau meresep obat butuh ketelitian, tapi ini ketelitian atau searcing dulu di google sih? Gak logis lamanya. Menjrut saya petugas fatmasinya sangat kurang. Farmasi yg ready ±5 orang, sedangkan pasien ratusan. Ini lamanya udah gak manusiawi sih, RS mana yg ngantrinya 2 jam sendiri, apa gak makin sakit pasiennya klo gini."
Rumah Sakit Nasional Diponegoro,Nur An Nisaa,5.0,"(Translated by Google) The antigen service is very fast. I've been here twice with different types of payments. For the first antigen with online registration and transfer. The second antigen comes directly with cash payments. For cash, the registration process is to the IGD first, then enter the lobby in the middle of making payments at the BTN cashier. Then go back to the ER registration to take the file, then go to the swab collection location in front of the TB Poly. The total duration of service from the initial registration until the antigen results came out did not reach 30 minutes. Very fast. Then there is no queue either. And don't have to wait long for a swab. thank you (Original) Pelayanan antigennya cepat sekali. Sudah dua kali antigen disini dengan jenis pembayaran yg berbeda. Untuk antigen pertama dengan daftar online dan transfer. Antigen kedua dengan langsung datang pembayaran cash. Kalo utk cash alurnya pendaftaran ke IGD dulu, terus masuk ke lobby tengah pembayaran di Kasir BTN. Trus balik lagi ke pendaftaran IGD utk ambil berkas, baru ke lokasi pengambilan swab di depan Poli TB. Total durasi pelayanan dari awal pendaftaran sampai hasil antigen keluar ngga nyampe 30 menit. Cepet bgt. Terus ngga ada antrian juga. Dan ngga nunggu lama utk di swab. Terima kasih"
Rumah Sakit Nasional Diponegoro,Dian Novita,1.0,"(Translated by Google) Just first and last check here Check on Sundays, check in to the Igd, and the first thing that the emergency room guards ask there (2 young doctors and 1 maybe a doctor is a bit senior) ""What do you want?"" Lahhhh, it's a bit messy, the question is, why don't you come to the hospital to grow sweet potatoes The analysis of the disease is also not correct, it's impossible to ask for a letter for a work permit even though it's clear that there are really sick people, it's a bit ridiculous.... (Original) Cukup pertama dan terakhir periksa disini Periksa hari minggu, masuknya di Igd mmg, dan pertama kali yg ditanyakan penjaga igd disana (2 dokter muda dan 1 mungkin dokter agak senior) ""Mau apa ya??"" Lahhhhh agak kacau nih pertanyaan, masak iya dtg ke rs mau nanem ubi😅😅😅 Analisa penyakit juga tdk tepat, minta surat buat ijin kerja g boleh padahal jelas2 disitu bener2 ada orang sakit, agak konyol sih yaa...."
Rumah Sakit Nasional Diponegoro,Risky Gelar Maliq,5.0,"(Translated by Google) Children after birth are cared for here, the nurses in the NICU are very friendly and supportive, 2 children are looked after by 1-2 nurses. Good communication between Dr on duty and Dr specialist for decision making. The Dr specialist is very experienced because of his long practice at Karyadi for newborns or neonates. Because at the RSND, thank God, the efforts that were made were permitted by God to recover my newborn child with pneumonia. Bismillah RSND, if there are many visitors, they will develop well and there is no need for everyone to refer to Karyadi, who has too many patients. (Original) Anak setelah lahir dirawat disini, perawat di ruang NICU sangat ramah dan supportive, 2 anak dijaga oleh 1- 2 perawat. Komunikasi yang baik antara Dr jaga dengan Dr specialist untuk pengambilan keputusan. Dr specialist nya sangat berpengalaman karena lama praktek di karyadi untuk bayi baru lahir atau neonatonus. Karena di RSND, alhamdulillah ikhtiar yang di lakukan diizinkan oleh Allah untuk sembuh anak saya yang baru lahir dengan kondisi pneumonia. Bismillah RSND kalau ramai pengunjung akan berkembang dengan baik dan tidak perlu semuanya rujuk ke Karyadi yang pasiennya sudah terlalu banyak."
